"tipo_elem";distrito;id;id_cruce;"fecha_inst";utm_x;utm_y;longitud;latitud
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;4201;90;"2022-05-16 00:00:00";441584.783863187;4476046.298543991;-3.6887091126294;40.43300729082912
"other";7;3465;251;"2024-11-09 00:00:00";440841.745902546;4475959.903627333;-3.69746079700177;40.43217648897706
"other";7;3466;251;"2024-11-09 00:00:00";440826.359678553;4475955.202063826;-3.69764174620973;40.43213304067648
"other";7;3469;251;"2024-11-09 00:00:00";440821.523755038;4476020.42001055;-3.697704828805;40.43272020978186
"other";7;3470;251;"2024-11-09 00:00:00";440805.136823031;4476015.806984968;-3.69789758489955;40.43267748746445
"other";7;3467;251;"2024-11-09 00:00:00";440812.461895271;4475977.410471416;-3.69780765399806;40.43233211536688
"other";7;3468;251;"2024-11-09 00:00:00";440798.532157222;4475989.807430166;-3.69797302559915;40.43244280150792
"other";7;8583;102;"2024-10-31 00:00:00";440169.674530183;4475876.608128508;-3.70537594080009;40.43137805479352
"other";7;8585;102;"2024-10-31 00:00:00";440175.488477835;4475866.533238941;-3.70530645333315;40.43128771387312
"other";7;8586;102;"2024-10-31 00:00:00";440194.543572178;4475863.224997196;-3.70508150645459;40.43125928201638
"other";7;3433;102;"2024-10-31 00:00:00";440181.013710425;4475897.052581241;-3.70524419000163;40.43156304306655
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";7;3436;102;"2014-01-01 00:00:00";440206.232939977;4475899.159082788;-3.70494708393134;40.43158383265347
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";7;7517;102;"2016-01-01 00:00:00";440192.206127544;4475981.093005705;-3.70512015281002;40.43232092142652
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";7;7518;102;"2016-01-01 00:00:00";440181.956629284;4475978.343219813;-3.70524072456468;40.43229541308735
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";7;7519;102;"2016-01-01 00:00:00";440206.747051492;4475974.301474967;-3.70494809205448;40.43226078572766
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";7;7520;102;"2016-01-01 00:00:00";440227.74600895;4475974.884577336;-3.70470059199113;40.4322675478553
"other";7;8581;102;"2024-10-31 00:00:00";440191.948053043;4475895.165823083;-3.70511510978806;40.43154683259032
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";7;8582;102;"2014-01-01 00:00:00";440195.622693049;4475903.952089863;-3.70507261692614;40.43162624740357
"other";7;8584;102;"2024-10-31 00:00:00";440170.67390962;4475889.244005032;-3.70536534874187;40.43149195627708
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;5811;493;"1999-01-01 00:00:00";439482.823617122;4475942.542353598;-3.7134793276512;40.43192233048877
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7776;493;"1999-01-01 00:00:00";439481.502754803;4475920.618296984;-3.71349281160736;40.43172473308797
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;5810;493;"1999-01-01 00:00:00";439494.183597537;4475942.138756778;-3.71334536832242;40.43191952114683
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7777;493;"1999-01-01 00:00:00";439492.384878594;4475920.016762324;-3.71336446718271;40.43172010588808
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;8311;644;"2018-06-20 00:00:00";439637.726766814;4475931.543091524;-3.71165215527617;40.43183450012407
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;8312;644;"2018-06-20 00:00:00";439629.651244696;4475932.141249107;-3.71174741297947;40.43183930250825
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9683;494;"2021-09-08 00:00:00";439860.77506065;4475901.319170036;-3.70901981793931;40.43157838647232
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9682;494;"2021-09-08 00:00:00";439861.10331419;4475908.476969031;-3.70901662546733;40.43164289079164
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9716;1092;"2021-10-07 00:00:00";439752.678577582;4476166.573159162;-3.7103192875737;40.4339600868613
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9718;1092;"2021-10-07 00:00:00";439758.402853668;4476166.24092985;-3.7102517714664;40.4339575086257
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9833;91;"2022-03-15 00:00:00";440336.441039923;4475882.581866493;-3.70341053089946;40.43144384755724
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9834;91;"2022-03-15 00:00:00";440342.210057186;4475887.882762022;-3.70334301878536;40.43149201418857
"other";7;3463;641;"2024-11-08 00:00:00";440680.051291232;4475861.019168044;-3.69935777224493;40.43127417670847
"other";7;3464;641;"2024-11-08 00:00:00";440696.623330869;4475852.466153799;-3.69916161053125;40.43119830891897
"other";7;3456;234;"2024-11-09 00:00:00";440895.77418119;4475805.673353581;-3.69680952059568;40.43079095240383
"other";7;3455;234;"2024-11-09 00:00:00";440877.541034813;4475798.429625941;-3.69702379150965;40.43072440180555
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9925;92;"2022-06-30 00:00:00";441596.464973779;4475779.645040751;-3.68854690123706;40.43060596925942
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9926;92;"2022-06-30 00:00:00";441601.714621482;4475766.369036816;-3.68848379520012;40.43048674123065
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9924;92;"2022-06-30 00:00:00";441590.095317996;4475761.724423736;-3.68862034424563;40.43044408451404
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9922;92;"2022-06-30 00:00:00";441593.037942149;4475785.369595461;-3.68858782737415;40.43065729816172
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9921;92;"2022-06-30 00:00:00";441584.3184784;4475788.000836972;-3.68869086010283;40.43068038935014
"other";7;5882;92;"2024-10-17 00:00:00";441544.142493465;4475787.601835798;-3.6891644451317;40.43067397255778
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9923;92;"2022-06-30 00:00:00";441579.133007319;4475763.138813499;-3.68874970493779;40.43045605617648
"other";7;5883;92;"2024-10-17 00:00:00";441568.56178355;4475791.905753284;-3.68887696966157;40.43071446001138
"other";7;3460;230;"2024-11-08 00:00:00";440602.248079037;4475776.594662123;-3.70026708600172;40.43050809008366
"other";7;3461;230;"2024-11-08 00:00:00";440609.890255628;4475791.574957361;-3.70017839493889;40.4306435850899
"other";7;3457;230;"2024-11-08 00:00:00";440634.468641498;4475776.052780934;-3.69988719943262;40.43050550871667
"other";7;3458;230;"2024-11-08 00:00:00";440621.8047417;4475759.685598491;-3.70003496041694;40.43035716176268
"other";7;3462;230;"2024-11-08 00:00:00";440614.658604752;4475808.435209926;-3.70012375775453;40.43079581037601
"other";7;3459;230;"2024-11-08 00:00:00";440610.000337196;4475758.120086736;-3.7001739714707;40.4303422162
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;5988;590;"1999-01-01 00:00:00";440384.824308868;4476167.098652483;-3.70286683814722;40.43401037127264
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;5987;590;"1999-01-01 00:00:00";440393.165507515;4476150.878090873;-3.70276698056987;40.43386484704705
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;8702;235;"2024-10-31 00:00:00";440917.346515344;4475676.651466043;-3.69654321907689;40.42963019591335
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;8701;235;"2024-10-31 00:00:00";440935.142760421;4475679.586929148;-3.69633370122968;40.42965790373523
"other";7;5884;94;"2024-10-18 00:00:00";441513.43160485;4475630.121142699;-3.68951199628082;40.42925315245775
"other";7;5885;94;"2024-10-18 00:00:00";441536.964018873;4475633.347928385;-3.68923488288824;40.42928387508491
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7110;1090;"2015-12-01 00:00:00";441436.886590166;4475388.025068053;-3.69039203947011;40.42706684978973
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7109;1090;"2015-12-01 00:00:00";441446.248117725;4475385.783907763;-3.69028147896651;40.42704731929273
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7107;1090;"2015-12-01 00:00:00";441450.409497637;4475369.04694892;-3.69023088308518;40.42689683759846
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7108;1090;"2015-12-01 00:00:00";441448.509257295;4475375.929032383;-3.6902539169601;40.42695870097946
"other";7;5887;95;"2024-10-18 00:00:00";441484.971928439;4475502.539699798;-3.68983574756312;40.42810183624354
"other";7;5886;95;"2024-10-18 00:00:00";441509.361276187;4475505.055148832;-3.68954847186693;40.42812621180219
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;8139;503;"2018-01-24 00:00:00";439266.925066885;4476745.025913288;-3.71610121094486;40.43913570168834
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;8138;503;"2018-01-24 00:00:00";439266.257236505;4476736.28513252;-3.71610824921668;40.43905691235835
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;8140;503;"2018-01-24 00:00:00";439260.304968151;4476751.579811035;-3.71617988900598;40.43919425837834
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;8141;503;"2018-01-24 00:00:00";439258.451340505;4476760.219039883;-3.71620256936335;40.43927194871323
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;3416;1235;"2021-07-08 00:00:00";440454.068144927;4476248.182586472;-3.70205810414497;40.43474577189932
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;3414;1235;"2021-07-08 00:00:00";440468.005587385;4476270.785098591;-3.70189590799788;40.43495038316352
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;3413;1235;"2021-07-09 00:00:00";440456.043281085;4476259.865597002;-3.70203591319709;40.43485115908079
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;3415;1235;"2021-07-08 00:00:00";440453.405731316;4476256.815402207;-3.70206672245584;40.43482349272945
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7872;1232;"2017-08-14 00:00:00";439983.026843449;4477457.085719055;-3.70772557027554;40.44560222959763
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7870;1232;"2017-08-14 00:00:00";439974.336641492;4477464.482551158;-3.70782873753144;40.44566823596681
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7869;1232;"2017-08-14 00:00:00";439958.752824015;4477474.656778807;-3.7080134519404;40.44575876435838
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7871;1232;"2017-08-14 00:00:00";439966.77503024;4477469.61344428;-3.70791838331554;40.44571391121205
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;8081;1232;"2017-12-07 00:00:00";440017.654146931;4477445.619306935;-3.70731618868056;40.44550143435813
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;8080;1232;"2017-12-07 00:00:00";440024.73012625;4477452.609715445;-3.70723341430968;40.44556491737487
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;8552;1236;"2019-01-30 00:00:00";440807.519306778;4476106.872122891;-3.69787797899548;40.43349801339352
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;8554;1236;"2019-01-30 00:00:00";440800.839121385;4476099.603745075;-3.69795605566594;40.43343206109061
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;8555;1236;"2019-01-30 00:00:00";440779.412111636;4476096.242645506;-3.69820834839423;40.43340025742013
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;8553;1236;"2019-01-30 00:00:00";440805.754729504;4476113.594322029;-3.69789940795052;40.43355844444749
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7119;2228;"2015-10-07 00:00:00";441296.145913527;4475914.163096106;-3.69209968384325;40.43179663105843
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7118;2228;"2015-10-07 00:00:00";441292.193979844;4475904.729314783;-3.69214540130578;40.43171136820166
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7121;2228;"2015-10-07 00:00:00";441310.00102751;4475919.350048319;-3.691936826724;40.4318443352857
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7124;2228;"2015-10-07 00:00:00";441319.859436818;4475911.237165547;-3.69181985819051;40.43177194616553
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7125;2228;"2015-10-07 00:00:00";441315.144964496;4475907.682278134;-3.69187510823115;40.43173958946011
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7123;2228;"2015-10-07 00:00:00";441318.804796761;4475918.438498775;-3.6918329560446;40.43183674476074
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7120;2228;"2015-10-07 00:00:00";441303.8900777;4475922.089890177;-3.69200912095201;40.43186858586168
"other";7;10088;1499;"2022-12-27 00:00:00";439688.448133412;4476569.398241978;-3.71111474364849;40.4375842521328
"other";7;10087;1499;"2022-12-27 00:00:00";439688.219425723;4476565.115526835;-3.71111703357577;40.43754565503097
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7377;2249;"2016-06-23 00:00:00";440497.714526154;4475671.59109546;-3.70148956299936;40.42955469921937
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;7376;2249;"2016-06-23 00:00:00";440493.709785845;4475667.213836803;-3.70153636292104;40.42951498041037
"other";7;167;1549;"2024-11-11 00:00:00";439216.236844493;4476240.142963481;-3.71665053476739;40.43458380329012
"other";7;166;1549;"2024-11-11 00:00:00";439208.807630155;4476240.469359351;-3.7167381511435;40.43458620061438
"other";7;168;1549;"2024-11-11 00:00:00";439217.307177207;4476235.247037165;-3.71663744804762;40.43453977696161
"other";7;169;1549;"2024-11-11 00:00:00";439215.914225371;4476223.43384634;-3.71665274008577;40.43443325699697
"other";7;171;1549;"2024-11-11 00:00:00";439208.299242602;4476216.861476541;-3.71674188643252;40.4343734937769
"other";7;170;1549;"2024-11-11 00:00:00";439214.651263898;4476216.481179287;-3.71666696447725;40.43437053216098
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9714;1881;"2021-10-01 00:00:00";439207.716957236;4476096.181587121;-3.71673720763471;40.43328631619713
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9713;1881;"2021-10-01 00:00:00";439200.841596249;4476096.795522628;-3.71681832042296;40.43329134423454
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;8335;1882;"2018-07-12 00:00:00";439211.573720424;4476341.638043708;-3.71671521806202;40.4354977725117
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;8336;1882;"2018-07-12 00:00:00";439213.044818872;4476323.634547477;-3.71669615253114;40.43533569703912
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;8402;4536;"2018-10-08 00:00:00";439544.873933894;4476851.16223159;-3.71283426733911;40.4401120753173
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;8406;4536;"2018-10-08 00:00:00";439543.513149393;4476840.579831788;-3.71284930437657;40.44001664571357
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;8407;4536;"2018-10-08 00:00:00";439537.767847109;4476845.920931307;-3.71291755119557;40.44006434283905
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;8405;4536;"2018-10-08 00:00:00";439562.099317726;4476837.14956723;-3.71262984253122;40.4399870955373
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;8404;4536;"2018-10-08 00:00:00";439562.808558795;4476843.804477221;-3.71262211345307;40.44004709729339
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";7;8403;4536;"2018-10-08 00:00:00";439554.75410061;4476846.091775086;-3.7127172951656;40.44006711678378
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;8884;4571;"2019-10-14 00:00:00";439402.816257046;4476203.334877728;-3.71444738573626;40.4342658354487
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;8887;4571;"2019-10-14 00:00:00";439403.917022223;4476223.80584737;-3.7144363604135;40.43445032679758
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;8888;4571;"2019-10-14 00:00:00";439410.294423308;4476223.491326664;-3.714361145514;40.4344479580792
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;8885;4571;"2019-10-14 00:00:00";439394.156181206;4476208.225930039;-3.71454994786498;40.43430926511128
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;8886;4571;"2019-10-14 00:00:00";439394.96764171;4476216.817971265;-3.71454120070953;40.43438672497954
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;8889;4571;"2019-10-14 00:00:00";439410.33701354;4476207.092331826;-3.71435907996302;40.43430023210087
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;8890;4571;"2019-10-14 00:00:00";439411.090791453;4476214.97630794;-3.71435094511986;40.43437130920458
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;8883;4571;"2019-10-14 00:00:00";439408.587232582;4476203.016192958;-3.71437931994089;40.43426338504528
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9755;4637;"2021-11-19 00:00:00";440578.411580992;4475862.185608682;-3.70055608673414;40.43127742986236
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9754;4637;"2021-11-19 00:00:00";440574.259568389;4475870.571264163;-3.70060581777617;40.43135267503828
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9753;4637;"2021-11-19 00:00:00";440598.727352624;4475869.257051353;-3.70031724996852;40.43134258369518
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9752;4637;"2021-11-19 00:00:00";440596.584818029;4475877.440193781;-3.7003432725788;40.43141614815642
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9751;4637;"2021-11-19 00:00:00";440591.885186566;4475880.482993675;-3.70039895988297;40.43144322343932
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9750;4637;"2021-11-19 00:00:00";440580.107264423;4475876.296514782;-3.70053741587137;40.43140466845242
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9639;4638;"2021-06-15 00:00:00";440734.639479903;4475895.852767396;-3.69871749328633;40.4315918649039
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9640;4638;"2021-06-15 00:00:00";440706.922988029;4475898.577558433;-3.69904449197128;40.4316144357924
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9641;4638;"2021-06-15 00:00:00";440712.02848166;4475903.602439006;-3.69898477295389;40.4316600661369
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";7;9638;4638;"2021-06-15 00:00:00";440720.089166667;4475905.601859832;-3.6988899334342;40.43167865234282
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";8;6657;972;"2015-02-18 00:00:00";441822.083937715;4483372.093365283;-3.68658325146434;40.49901781528401
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";8;6656;972;"2015-02-18 00:00:00";441819.229204092;4483379.868638172;-3.68661765325724;40.49908765771253
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";8;6658;972;"2015-02-18 00:00:00";441820.492400919;4483364.258808791;-3.68660131306652;40.49894712707552
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";8;6659;972;"2015-02-18 00:00:00";441817.651348127;4483356.351287857;-3.68663411298352;40.49887569396497
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";8;7812;901;"2017-07-14 00:00:00";441734.178684373;4482898.006538496;-3.68757698795134;40.4947408949073
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";8;7257;901;"2017-07-14 00:00:00";441722.793293004;4482928.764225533;-3.68771416328167;40.4950171724489
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";8;5929;900;"2018-11-13 00:00:00";441798.529575374;4482631.491602887;-3.68679317478731;40.49234454137485
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";8;5928;900;"2018-11-13 00:00:00";441813.106041153;4482635.832655136;-3.68662157886549;40.49238466923532
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;3151;829;"2018-08-30 00:00:00";441566.454192958;4482523.085836693;-3.68952154336757;40.49135167514616
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;3152;829;"2018-08-30 00:00:00";441567.153902377;4482505.952412837;-3.68951170747792;40.49119737997805
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;3149;829;"2018-08-30 00:00:00";441492.990308323;4482527.798707721;-3.69038879978712;40.49138895551386
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;3150;829;"2018-08-30 00:00:00";441498.905659888;4482508.855169121;-3.69031725406764;40.49121872184504
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;3146;830;"2018-08-30 00:00:00";441068.391740712;4482415.82374487;-3.69538834525436;40.49035020634823
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;3145;830;"2018-08-30 00:00:00";441069.055771311;4482436.417347176;-3.6953824252687;40.49053576832286
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;3147;830;"2018-08-30 00:00:00";441203.502267969;4482448.166053251;-3.69379716335424;40.49065113924719
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;3148;830;"2018-08-30 00:00:00";441207.747273677;4482430.040553311;-3.6937453943679;40.49048815862494
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";8;7845;831;"2015-06-17 00:00:00";440780.64214152;4482402.198528592;-3.69878225559881;40.49020698660055
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;3144;831;"2018-10-17 00:00:00";440878.325352323;4482393.33912004;-3.69762885857538;40.49013414094189
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;3143;831;"2018-10-17 00:00:00";440869.389371527;4482410.430044749;-3.69773588931563;40.49028746577527
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";8;7846;831;"2015-06-17 00:00:00";440764.62705683;4482401.371548364;-3.69897114128753;40.49019839415997
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";8;7034;832;"2015-11-13 00:00:00";440614.906664167;4482316.982290308;-3.70072979335694;40.48942748739268
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";8;7033;832;"2015-11-13 00:00:00";440624.535312475;4482300.278907036;-3.7006146208321;40.48927770601421
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;280;1949;"2018-10-09 00:00:00";439282.381690171;4482294.70435642;-3.71644997866139;40.48913040280938
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;281;1949;"2018-10-09 00:00:00";439299.198766601;4482297.679106451;-3.71625184174937;40.48915843024703
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;4923;951;"2018-11-03 00:00:00";439955.940682879;4481852.46092005;-3.70846086775719;40.48519551188413
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;7280;951;"2018-11-03 00:00:00";439841.97210913;4481832.592013364;-3.70980360147599;40.48500827544406
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;6937;951;"2018-11-03 00:00:00";439902.987219681;4481931.209635584;-3.70909308697227;40.48590107671069
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;564;951;"2018-11-03 00:00:00";439834.258773405;4481840.964112382;-3.70989539897803;40.48508313532339
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;7279;951;"2018-11-03 00:00:00";439884.132959905;4481926.75730436;-3.70931511260543;40.4858596035032
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;6940;951;"2018-11-03 00:00:00";439937.41057613;4481918.789009828;-3.70868577357241;40.48579167845268
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;567;951;"2018-11-03 00:00:00";439816.121328859;4481859.124272905;-3.71011111117039;40.48524541384088
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;566;951;"2018-11-03 00:00:00";439822.825065668;4481851.113105499;-3.71003125887251;40.48517373235988
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;4924;951;"2018-11-03 00:00:00";439947.548391882;4481842.730910487;-3.70855895959781;40.4851072535102
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;4922;951;"2018-11-03 00:00:00";439924.898040178;4481844.45984863;-3.70882635556975;40.48512118973277
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";8;7278;951;"2018-11-05 00:00:00";439909.393124809;4481922.178773271;-3.70901665219507;40.4858201872031
